i,contr?,nome,razão social,cnpj,Receita líquida pela Valor (milhões de reias),Receita líquida pela Economatica (milhões de reias),“Poder” indireto (das empresas em que i tem participação),“Poder” total (receita da empresa i + valor indireto),Indicador,Fonte,Poder direto - controle,Poder direto - parcial,Poder indireto - controle,Poder indireto - parcial,Composição acionária direta,Estatal ou Privada?
2592,"",Paulo Diederichsen Villares,Paulo Diederichsen Villares,'',-,-,-,-,-,Economatica associado,"","","","","",
2593,"",Marisa de Araujo Longo,Marisa de Araujo Longo,'',-,-,-,-,-,Economatica associado,"",Merc Brasil (2.21%),"","","",
2594,"",Pedro Armando Eberhardt,Pedro Armando Eberhardt,'',-,-,-,-,-,Economatica associado,"",Arteb (6.00%),"","","",
2595,"",Maria Helena Bueno Chiarelli,Maria Helena Bueno Chiarelli,'',-,-,-,-,-,Economatica associado,"",Chiarelli (0.68%),"","","",
2596,"",Oscar Chiarelli Filho,Oscar Chiarelli Filho,'',-,-,-,-,-,Economatica associado,"",Chiarelli (1.32%),"","","",
2597,"",Agro Pecuaria Pantanal S.A.,Agro Pecuaria Pantanal S.A.,'',-,-,-,-,-,Economatica associado,Chiarelli (58.23%),"","","","",
2598,"",Claudio Abel Ribeiro,Claudio Abel Ribeiro,'',-,-,-,-,-,Economatica associado,"",Cimob Partic (23.44%),"","","",
2599,"",Rubens Chiarelli,Rubens Chiarelli,'',-,-,-,-,-,Economatica associado,"",Chiarelli (0.91%),"","","",
2600,"",Villrama Empreend. Com. e Partic. L,Villrama Empreend. Com. e Partic. L,'',-,-,-,-,-,Economatica associado,"","","","","",
2601,"",FI Participacoes Pcp,FI Participacoes Pcp,'',-,-,-,-,-,Economatica associado,Cims (55.80%),"","","","",
2602,"",Titan Comercio e Industria S/A,Titan Comercio e Industria S/A,'',-,-,-,-,-,Economatica associado,"","","","","",
2603,"",Raul Leite Luna,Raul Leite Luna,'',-,-,-,-,-,Economatica associado,"",Cimob Partic (23.04%),"","","",
2604,"",Joao Carlos Ribeiro,Joao Carlos Ribeiro,'',-,-,-,-,-,Economatica associado,"","","","","",
2605,"",Marcia Helena Bueno Chiarelli Adorno,Marcia Helena Bueno Chiarelli Adorno,'',-,-,-,-,-,Economatica associado,"",Chiarelli (0.00%),"","","",
2606,"",Arno,,'61064978000101',-,-,-,-,-,Economatica,"","","","","",
2607,"",Paulo Henrique D. Azambuja,Paulo Henrique D. Azambuja,'',-,-,-,-,-,Economatica associado,"",Cimob Partic (13.23%),"","","",
2608,"",Cristiana Affonso Ferreira,Cristiana Affonso Ferreira,'',-,-,-,-,-,Economatica associado,"",Bahema (1.08%),"","","",
2609,"",Acp Alves da Cunha Participacoes Lt,Acp Alves da Cunha Participacoes Lt,'',-,-,-,-,-,Economatica associado,"",Cimob Partic (13.23%),"","","",
2610,"",Rogerio Quirino Ferreira Bueno,Rogerio Quirino Ferreira Bueno,'',-,-,-,-,-,Economatica associado,"",Ban Armazens (0.02%),"","","",
2611,"",Eduardo Sodre de Barros Monteiro,Eduardo Sodre de Barros Monteiro,'',-,-,-,-,-,Economatica associado,"",Ban Armazens (0.31%),"","","",
2612,"",Craig Wilson Miller,Craig Wilson Miller,'',-,-,-,-,-,Economatica associado,"","","","","",
2613,"",Lone Pine Capital Llc,Lone Pine Capital Llc,'',-,-,-,-,-,Economatica associado,"","","","","",
2614,"",Geraldo de Barros Monteiro Filho,Geraldo de Barros Monteiro Filho,'',-,-,-,-,-,Economatica associado,"",Ban Armazens (0.26%),"","","",
2615,"",Medical Laser Co Inc.,Medical Laser Co Inc.,'',-,-,-,-,-,Economatica associado,D F Vasconc (82.22%),"","","","",
2616,"",Elisa Villares Lenz Cesar,Elisa Villares Lenz Cesar,'',-,-,-,-,-,Economatica associado,"","","","","",
2617,"",Maravi Empreend. Comerciais Ltda,Maravi Empreend. Comerciais Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2618,"",Giovanni Chiappa,Giovanni Chiappa,'',-,-,-,-,-,Economatica associado,"","","","","",
2619,"",Voe Canhedo S/A,Voe Canhedo S/A,'',-,-,-,-,-,Economatica associado,"",Vasp (6.92%),"","","",
2620,"",FII Olimpia,,'15296696000112',-,-,-,-,-,Economatica,"","","","","",
2621,"",FII Rbresid1,,'11407511000149',-,-,-,-,-,Economatica,"","","","","",
2622,"",FII Rbprime1,,'12594985000100',-,-,-,-,-,Economatica,"","","","","",
2623,"",FII Rep 1,,'11314984000100',-,-,-,-,-,Economatica,"","","","","",
2624,"",FII Opportun,,'01235622000161',-,-,-,-,-,Economatica,"","","","","",
2625,"",Alejandro Cantu Jimenez,Alejandro Cantu Jimenez,'',-,-,-,-,-,Economatica associado,"","","","","",
2626,"",FII Rbresid2,,'11945604000127',-,-,-,-,-,Economatica,"","","","","",
2627,"",Aj Renner S/A Ind e Particip,Aj Renner S/A Ind e Particip,'',-,-,-,-,-,Economatica associado,Renner Part (74.92%),"","","","",
2628,"",FII S F Lima,,'04141645000103',-,-,-,-,-,Economatica,"","","","","",
2629,"",FII Rd Escri,,'14793782000178',-,-,-,-,-,Economatica,"","","","","",
2630,"",Amadeu Zamboni Neto,Amadeu Zamboni Neto,'',-,-,-,-,-,Economatica associado,"","","","","",
2631,"",FII Riobrcib,,'12659641000131',-,-,-,-,-,Economatica,"","","","","",
2632,"",FII Rionegro,,'15006286000190',-,-,-,-,-,Economatica,"","","","","",
2633,"",FII The One,,'12948291000123',-,-,-,-,-,Economatica,"","","","","",
2634,"",FII Scp,,'01657856000105',-,-,-,-,-,Economatica,"","","","","",
2635,"",FII Rb Gsbi,,'13652006000195',-,-,-,-,-,Economatica,"","","","","",
2636,"",FII Riob Rc,,'03683056000186',-,-,-,-,-,Economatica,"","","","","",
2637,"",FII Torre no,,'04722883000102',-,-,-,-,-,Economatica,"","","","","",
2638,"",Deutsche Bank S.A.,Deutsche Bank S.A.,'',-,-,-,-,-,Economatica associado,"","","","","",
2639,"",Julio Carlos Porras Zadik,Julio Carlos Porras Zadik,'',-,-,-,-,-,Economatica associado,"","","","","",
2640,"",FII Vbi Fl,,'13022993000144',-,-,-,-,-,Economatica,"","","","","",
2641,"",FII Wm Rbcap,,'12834763000117',-,-,-,-,-,Economatica,"","","","","",
2642,"",FII São Fer,,'09350920000104',-,-,-,-,-,Economatica,"","","","","",
2643,"",FII Torre Al,,'07122725000100',-,-,-,-,-,Economatica,"","","","","",
2644,"",Carlos Cardenas Blasques,Carlos Cardenas Blasques,'',-,-,-,-,-,Economatica associado,"","","","","",
2645,"",Katutossi Kikudome,Katutossi Kikudome,'',-,-,-,-,-,Economatica associado,"","","","","",
2646,"",FII Trx Log,,'11839593000109',-,-,-,-,-,Economatica,"","","","","",
2647,"",Infinity Selection FIA,Infinity Selection FIA,'',-,-,-,-,-,Economatica associado,"","","","","",
2648,"",Maria Stella Londres Slerca,Maria Stella Londres Slerca,'',-,-,-,-,-,Economatica associado,"","Alfa Financ (0.17%)
Alfa Invest (0.09%)","","","",
2649,"",Participale Adm. e Participacoes Lt,Participale Adm. e Participacoes Lt,'',-,-,-,-,-,Economatica associado,"","","","","",
2650,sim,Rjcp Equity,,'08281683000104',-,-,-,-,-,Economatica,"","","","","Marcelo Impellizieri de Moraes Bastos (64.21%)
Metynis Participacoes S.A. (12.27%)
Rio de Janeiro Capital Partners Ltd. (3.97%)",
2650,"",FII Xp Gaia,,'13811400000129',-,-,-,-,-,Economatica,"","","","","",
2651,"",Daniel Alejandro Tapia Mejia,Daniel Alejandro Tapia Mejia,'',-,-,-,-,-,Economatica associado,"","","","","",
2652,"",Monsato do Brasil Ltda,Monsato do Brasil Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2653,"",Rodrigo Rossi Menezes,Rodrigo Rossi Menezes,'',-,-,-,-,-,Economatica associado,"","","","","",
2654,sim,Parmalat,,'89940878000110',-,-,-,-,-,Economatica,"","","","",Lacteos do Brasil S/A (99.90%),
2654,"",Sercotel S/A de C.V.,Sercotel S/A de C.V.,'',-,-,-,-,-,Economatica associado,"","","","","",
2655,"",FII V Parque,,'00332266000131',-,-,-,-,-,Economatica,"","","","","",
2656,"",FII Merc BR,,'13500306000159',-,-,-,-,-,Economatica,"","","","","",
2657,"",Marco Enrico Slerca,Marco Enrico Slerca,'',-,-,-,-,-,Economatica associado,"",Alfa Invest (0.13%),"","","",
2658,"",Seb Internationale S.A.,Seb Internationale S.A.,'',-,-,-,-,-,Economatica associado,"","","","","",
2659,"",Daniel Hajj Aboumrad,Daniel Hajj Aboumrad,'',-,-,-,-,-,Economatica associado,"","","","","",
2660,"",Sudameris D.T.V.M. S.A.,Sudameris D.T.V.M. S.A.,'',-,-,-,-,-,Economatica associado,"","","","","",
2661,"",Am Telecom Americas S.A. C.V.,Am Telecom Americas S.A. C.V.,'',-,-,-,-,-,Economatica associado,"","","","","",
2662,"",Ind Beb Antarctica do Nordeste S/A,Ind Beb Antarctica do Nordeste S/A,'',-,-,-,-,-,Economatica associado,"","","","","",
2663,"",Acoes Ao Portador Nao Conv.Escritur,Acoes Ao Portador Nao Conv.Escritur,'',-,-,-,-,-,Economatica associado,"",Antarctica Paulista (0.62%),"","","",
2664,"",Geraldo Rodrigues de Lima,Geraldo Rodrigues de Lima,'',-,-,-,-,-,Economatica associado,"","","","","",
2665,"",Luxor Fundo de Investimento Financeiro,Luxor Fundo de Investimento Financeiro,'',-,-,-,-,-,Economatica associado,"","","","","",
2666,"",Guilherme Caldas Emrich,Guilherme Caldas Emrich,'',-,-,-,-,-,Economatica associado,"",Biomm (0.14%),"","","",
2667,"",Montreal,,'60501780000185',-,-,-,-,-,Economatica,"","","","","",
2668,"",Olivia Inocencia C Assis,Olivia Inocencia C Assis,'',-,-,-,-,-,Economatica associado,"","","","","",
2669,"",Jose Geraldo Bechara Ferro,Jose Geraldo Bechara Ferro,'',-,-,-,-,-,Economatica associado,"","","","","",
2670,"",Kabushiki Kaisha Fuji Guinko,Kabushiki Kaisha Fuji Guinko,'',-,-,-,-,-,Economatica associado,"","","","","",
2671,"",Antarctica Empr e Part Ltda-Anep,Antarctica Empr e Part Ltda-Anep,'',-,-,-,-,-,Economatica associado,Antarctica Pb (78.68%),Polar (47.69%),"","","",
2672,"",Ind Beb Antarctica R Janeiro S/A,Ind Beb Antarctica R Janeiro S/A,'',-,-,-,-,-,Economatica associado,"","","","","",
2673,"",Real Holdings,,'02670204000165',-,-,-,-,-,Economatica,"","","","","Realpar Participacoes S.A. (29.95%)
Real Consorcio Participacoes S.A. (29.89%)
ABN Amro Brasil Participacoes S.A. (28.43%)",
2674,"",Tendencia Global Inv. Fund. Llc,Tendencia Global Inv. Fund. Llc,'',-,-,-,-,-,Economatica associado,"","","","","",
2675,"",Tober Adm. Bens S/C Ltda,Tober Adm. Bens S/C Ltda,'',-,-,-,-,-,Economatica associado,Bergamo (57.98%),"","","","",
2676,"",Lory Herrmann de Azevedo Bastian,Lory Herrmann de Azevedo Bastian,'',-,-,-,-,-,Economatica associado,"","","","","",
2677,"",Apsl Onpn Participacoes S/A,Apsl Onpn Participacoes S/A,'',-,-,-,-,-,Economatica associado,"",Sid Tubarao (18.14%),"","","",
2678,"",FII Js Real,,'13371132000171',-,-,-,-,-,Economatica,"","","","","",
2679,"",Nn Holding do Brasil Ltda,Nn Holding do Brasil Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2680,"",Italo Aurelio Gaetani,Italo Aurelio Gaetani,'',-,-,-,-,-,Economatica associado,"",Biomm (2.25%),"","","",
2681,"",Valayr Helio Wosiack,Valayr Helio Wosiack,'',-,-,-,-,-,Economatica associado,"","","","","",
2682,"",Iplf Holding S/A,Iplf Holding S/A,'',-,-,-,-,-,Economatica associado,"","","","","",
2683,"",Erica Frey Caldart,Erica Frey Caldart,'',-,-,-,-,-,Economatica associado,"","","","","",
2684,"",Olvebra,,'91156901000122',-,-,-,-,-,Economatica,"","","","","",
2685,"",Elbrus Participacoes Ltda.,Elbrus Participacoes Ltda.,'',-,-,-,-,-,Economatica associado,"",Biomm (2.07%),"","","",
2686,"",Comercial O Balaio Ltda,Comercial O Balaio Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2687,"",Tao Participacoes Ltda,Tao Participacoes Ltda,'',-,-,-,-,-,Economatica associado,"",Renner Part (0.68%),"","","",
2688,"",Henriqueta Martins Dos Mares Guia,Henriqueta Martins Dos Mares Guia,'',-,-,-,-,-,Economatica associado,"",Biomm (0.53%),"","","",
2689,"",Gama Participacoes Ltda.,Gama Participacoes Ltda.,'',-,-,-,-,-,Economatica associado,"",Biomm (3.80%),"","","",
2690,"",Bpbr Empreendimentos Ltda,Bpbr Empreendimentos Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2691,"",Akka FIP,Akka FIP,'',-,-,-,-,-,Economatica associado,"","","","","",
2692,"",Maio Gallo,,'61146650000134',-,-,-,-,-,Economatica,"","","","","",
2693,"",Petra Participacoes Ltda,Petra Participacoes Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2694,"",BR Partic e Empreendimentos S/A,BR Partic e Empreendimentos S/A,'',-,-,-,-,-,Economatica associado,"","","","","",
2695,"",FII Panamby,,'00613094000174',-,-,-,-,-,Economatica,"","","","","",
2696,sim,Trafo,,'90286105000141',-,-,-,-,-,Economatica,"","","","",Weg Equipamentos Eletricos SA (98.40%),
2696,"",Caixa Participacoes SA Caixapar,Caixa Participacoes SA Caixapar,'',-,-,-,-,-,Economatica associado,"",Panamericano (49.00%),"","","",
2697,"",Quattor,Quattor,'',-,-,-,-,-,Economatica associado,"",Petroq Uniao (8.45%),"","","",
2698,"",Marcos Tadeu Senamo Amaro,Marcos Tadeu Senamo Amaro,'',-,-,-,-,-,Economatica associado,"","","","","",
2699,"",Votec,,'33034794000163',-,-,-,-,-,Economatica,"","","","","",
2700,"",Polar,,'95424479000108',-,-,-,-,-,Economatica,"","","","","Antarctica Empr e Part Ltda-Anep (47.69%)
Ind. Bebs. Antarctica do Sudeste SA (31.01%)
AmBev (18.60%)",
2701,"",Administracao e Comercio Jaguar Ltd,Administracao e Comercio Jaguar Ltd,'',-,-,-,-,-,Economatica associado,Elevad Atlas (97.71%),"","","","",
2702,"",Quattor Participacoes S.A.,Quattor Participacoes S.A.,'',-,-,-,-,-,Economatica associado,Petroq Uniao (78.48%),"","","","",
2703,"",Mont Aranha,,'33102476000192',-,-,-,-,-,Economatica,"","","","","Sociedade Tecnica Monteiro Aranha S.A. (26.39%)
Joaquim Francisco M. de Carvalho-Espolio (14.40%)
Bradesco Capitalizacao S.A. (10.55%)
Fundo Pensoes do Banco Espirito Santo (10.34%)
Euroamerican Finance S.A (7.70%)
Olavo Egydio Monteiro de Carvalho (5.64%)",
2704,"",Bransfield Llc - Mellon Servicos Financeiros Dtvm S.A.,Bransfield Llc - Mellon Servicos Financeiros Dtvm S.A.,'',-,-,-,-,-,Economatica associado,"","","","","",
2705,"",Classe A FIA,Classe A FIA,'',-,-,-,-,-,Economatica associado,"",Vivax (0.09%),"","","",
2706,sim,Panamericano,,'59285411000113',-,-,-,-,-,Economatica,"","","","","Banco BTG Pactual (51.00%)
Caixa Participacoes SA Caixapar (49.00%)",
2706,"",Metodo Fundo de Inv. e Part,Metodo Fundo de Inv. e Part,'',-,-,-,-,-,Economatica associado,"",Metodo Engenharia (38.39%),"","","",
2707,"",Porto Seguro Itau-Unibanco Particip. S.A,Porto Seguro Itau-Unibanco Particip. S.A,'',-,-,-,-,-,Economatica associado,Porto Seguro (70.52%),"","","","",
2708,"",Crawford Corporation,Crawford Corporation,'',-,-,-,-,-,Economatica associado,"","","","","",
2709,"",Braspar Brasperola Part Ltda,Braspar Brasperola Part Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2710,"",Pin Petroquimica S/A,Pin Petroquimica S/A,'',-,-,-,-,-,Economatica associado,Pronor (100.00%),"","","","",
2711,"",Urbis FIP,Urbis FIP,'',-,-,-,-,-,Economatica associado,"","","","","",
2712,"",Banesprev Mais Valor Acoes - Fundo de Investimentos,Banesprev Mais Valor Acoes - Fundo de Investimentos,'',-,-,-,-,-,Economatica associado,"","","","","",
2713,"",Jose Carlos de Melo,Jose Carlos de Melo,'',-,-,-,-,-,Economatica associado,Fer Demellot (88.89%),"","","","",
2714,"",Gaar Antares FI Mult,Gaar Antares FI Mult,'',-,-,-,-,-,Economatica associado,"","","","","",
2715,"",Sao Fernando V FIA,Sao Fernando V FIA,'',-,-,-,-,-,Economatica associado,"","","","","",
2716,"",FII Rb II,,'09006914000134',-,-,-,-,-,Economatica,"","","","","",
2717,"",Santander Insurance Holding S.L.,Santander Insurance Holding S.L.,'',-,-,-,-,-,Economatica associado,"",Santander BR (0.10%),"","","",
2718,"",T&T Participacoes Ltda,T&T Participacoes Ltda,'',-,-,-,-,-,Economatica associado,Manasa (71.01%),"","","","",
2719,"",FII Personal,,'14056001000162',-,-,-,-,-,Economatica,"","","","","",
2720,sim,OGX Petroleo,,'07957093000196',-,-,-,-,-,Economatica,"","","","","Centennial Ass Mining Fundo Llc (57.52%)
Centennial Asset Brazilian Equity Fund Llc - BTG Pactual SA (3.35%)",
2720,"",Petrobras Distrib,,'34274233000102',-,-,-,-,-,Economatica,"","","","","",
2721,"",Sibra Eletrosiderurgica Bras S/A,Sibra Eletrosiderurgica Bras S/A,'',-,-,-,-,-,Economatica associado,"","","","","",
2722,sim,Petroflex,,'29667227000177',-,-,-,-,-,Economatica,"","","","","Lanxess Participacoes Ltda (72.37%)
Previ Cx Prev Funcs Bco Brasil (8.48%)
Shigeaki Ueki (7.09%)
Rodolfo Rohr (6.49%)",
2722,"",Clube de Inv Ajh Centauro,Clube de Inv Ajh Centauro,'',-,-,-,-,-,Economatica associado,"","","","","",
2723,"",Cartica Investors L.P.,Cartica Investors L.P.,'',-,-,-,-,-,Economatica associado,"","","","","",
2724,"",Julia Malucelli,Julia Malucelli,'',-,-,-,-,-,Economatica associado,"",Parana (6.03%),"","","",
2725,"",Silvia Christina Mallmann Guariglia,Silvia Christina Mallmann Guariglia,'',-,-,-,-,-,Economatica associado,"","","","","",
2726,"",FII Floripa,,'10375382000191',-,-,-,-,-,Economatica,"","","","","",
2727,"",Grupo Empresarial Santander S.L.,Grupo Empresarial Santander S.L.,'',-,-,-,-,-,Economatica associado,"",Santander BR (29.23%),"","","",
2728,"",Banco Modal S.A.,Banco Modal S.A.,'',-,-,-,-,-,Economatica associado,"","","","","",
2729,"",Setentriun Participacoes Ltda,Setentriun Participacoes Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2730,"",Barclays Fim Credito Privado Investimento no Exterior,Barclays Fim Credito Privado Investimento no Exterior,'',-,-,-,-,-,Economatica associado,"","","","","",
2731,"",Lb Participacoes S/A,Lb Participacoes S/A,'',-,-,-,-,-,Economatica associado,"","","","","",
2732,"",Loockheed Martin Corp Master Retirement,Loockheed Martin Corp Master Retirement,'',-,-,-,-,-,Economatica associado,"","","","","",
2733,"",Brasil Telecom Participacoes S.A.,Brasil Telecom Participacoes S.A.,'',-,-,-,-,-,Economatica associado,"","","","","",
2734,"",Banco Barclays S/A.,Banco Barclays S/A.,'',-,-,-,-,-,Economatica associado,"","","","","",
2735,"","Cartica Corporate Governance Fund, L.P. - Citibank Dtvm SA","Cartica Corporate Governance Fund, L.P. - Citibank Dtvm SA",'',-,-,-,-,-,Economatica associado,"","","","","",
2736,"",Tbs Celular Participacoes S/A,Tbs Celular Participacoes S/A,'',-,-,-,-,-,Economatica associado,"","","","","",
2737,"",Garantia Gestao de Recurso (Credit Suisse),Garantia Gestao de Recurso (Credit Suisse),'',-,-,-,-,-,Economatica associado,"","","","","",
2738,"",Zurich Participacoes e Representacoes Lt,Zurich Participacoes e Representacoes Lt,'',-,-,-,-,-,Economatica associado,Seg Min Bras (87.39%),"","","","",
2739,"",FII W Plaza,,'09326861000139',-,-,-,-,-,Economatica,"","","","","",
2740,"",BNY Mellon Asset Management,BNY Mellon Asset Management,'',-,-,-,-,-,Economatica associado,"","","","","",
2741,"",Pearson Education do Brasil Ltda,Pearson Education do Brasil Ltda,'',-,-,-,-,-,Economatica associado,Seb (90.46%),"","","","",
2742,"",Frb-Par Investimentos S.A.,Frb-Par Investimentos S.A.,'',-,-,-,-,-,Economatica associado,"Varig Serv (87.71%)
Varig Transp (87.59%)
Savarg (87.31%)","","","","",
2743,"","Trust And Cus Services Bank, Ltd. As Trt HSBC BR New Mo Fd","Trust And Cus Services Bank, Ltd. As Trt HSBC BR New Mo Fd",'',-,-,-,-,-,Economatica associado,"","","","","",
2744,"",Dmg Participacoes S/A,Dmg Participacoes S/A,'',-,-,-,-,-,Economatica associado,"","","","","",
2745,"",Sergio Gomes de Vasconcellos,Sergio Gomes de Vasconcellos,'',-,-,-,-,-,Economatica associado,Sergen (40014.57%),"","","","",
2746,"",Wd Participacoes S/C Ltda,Wd Participacoes S/C Ltda,'',-,-,-,-,-,Economatica associado,Fertibras (70.69%),"","","","",
2747,"",S Gobain Vidro,,'60853942000144',-,-,-,-,-,Economatica,"","","","","Cia Adm Sao Lourenco (44.28%)
Cie de Saint-Gobain (34.42%)
Acoes em Tesouraria (1.41%)",
2748,"",Metal One Corporation,Metal One Corporation,'',-,-,-,-,-,Economatica associado,"","","","","",
2749,"",FII Bmbrc Lc,,'14376247000111',-,-,-,-,-,Economatica,"","","","","",
2750,"",Scb Participacoes Ltda,Scb Participacoes Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2751,"",Antonio de Padua Coinmbra Tavares P,Antonio de Padua Coinmbra Tavares P,'',-,-,-,-,-,Economatica associado,Sergen (30525.38%),"","","","",
2752,"",Madeirit,,'60873874000185',-,-,-,-,-,Economatica,"","","","","",
2753,"",Fr Participacoes Ltda,Fr Participacoes Ltda,'',-,-,-,-,-,Economatica associado,"",Renner Part (0.68%),"","","",
2754,"",Mauricio de Faria Araujo,Mauricio de Faria Araujo,'',-,-,-,-,-,Economatica associado,"",Merc Brasil (5.39%),"","","",
2755,"",Caieiras Fundo de Investimento Multimercado - Investimento no Exterior,Caieiras Fundo de Investimento Multimercado - Investimento no Exterior,'',-,-,-,-,-,Economatica associado,"","","","","",
2756,"",Orion,,'61082863000140',-,-,-,-,-,Economatica,"","","","","",
2757,"",Frigoria S/A Adm Imp e Com,Frigoria S/A Adm Imp e Com,'',-,-,-,-,-,Economatica associado,"","","","","",
2758,"",Sandra Ines Mallmann Guariglia,Sandra Ines Mallmann Guariglia,'',-,-,-,-,-,Economatica associado,"","","","","",
2759,"",Schroder Investment Management North America Ltd,Schroder Investment Management North America Ltd,'',-,-,-,-,-,Economatica associado,"","","","","",
2760,"",FII Largo 13,,'11697585000167',-,-,-,-,-,Economatica,"","","","","",
2761,"",Bosch Siemens Hausgerate Gmbh,Bosch Siemens Hausgerate Gmbh,'',-,-,-,-,-,Economatica associado,"","","","","",
2762,"",Equipar Maqs Equip P/ Refrig Ltda,Equipar Maqs Equip P/ Refrig Ltda,'',-,-,-,-,-,Economatica associado,"","","","","",
2763,"",Banco Sul America S/A,Banco Sul America S/A,'',-,-,-,-,-,Economatica associado,"",Cimaf (5.30%),"","","",
2764,"",FII Max Ren,,'97521225000125',-,-,-,-,-,Economatica,"","","","","",
2765,"",FII Msl 13,,'12820365000141',-,-,-,-,-,Economatica,"","","","","",
